src_year,src_month,position,year,month,period,metric,value,flags,conf,raw_token,parse_issue
2017,1,0,2016,1,day,total,,,-1,,chart_not_detected
2017,1,1,2016,2,day,total,,,-1,,chart_not_detected
2017,1,2,2016,3,day,total,,,-1,,chart_not_detected
2017,1,3,2016,4,day,total,,,-1,,chart_not_detected
2017,1,4,2016,5,day,total,,,-1,,chart_not_detected
2017,1,5,2016,6,day,total,,,-1,,chart_not_detected
2017,1,6,2016,7,day,total,,,-1,,chart_not_detected
2017,1,7,2016,8,day,total,,,-1,,chart_not_detected
2017,1,8,2016,9,day,total,,,-1,,chart_not_detected
2017,1,9,2016,10,day,total,,,-1,,chart_not_detected
2017,1,10,2016,11,day,total,,,-1,,chart_not_detected
2017,1,11,2016,12,day,total,,,-1,,chart_not_detected
2017,1,12,2017,1,day,total,,,-1,,chart_not_detected
2017,1,0,2016,1,day,avion,,,-1,,chart_not_detected
2017,1,1,2016,2,day,avion,,,-1,,chart_not_detected
2017,1,2,2016,3,day,avion,,,-1,,chart_not_detected
2017,1,3,2016,4,day,avion,,,-1,,chart_not_detected
2017,1,4,2016,5,day,avion,,,-1,,chart_not_detected
2017,1,5,2016,6,day,avion,,,-1,,chart_not_detected
2017,1,6,2016,7,day,avion,,,-1,,chart_not_detected
2017,1,7,2016,8,day,avion,,,-1,,chart_not_detected
2017,1,8,2016,9,day,avion,,,-1,,chart_not_detected
2017,1,9,2016,10,day,avion,,,-1,,chart_not_detected
2017,1,10,2016,11,day,avion,,,-1,,chart_not_detected
2017,1,11,2016,12,day,avion,,,-1,,chart_not_detected
2017,1,12,2017,1,day,avion,,,-1,,chart_not_detected
2017,1,0,2016,1,evening,total,,,-1,,chart_not_detected
2017,1,1,2016,2,evening,total,,,-1,,chart_not_detected
2017,1,2,2016,3,evening,total,,,-1,,chart_not_detected
2017,1,3,2016,4,evening,total,,,-1,,chart_not_detected
2017,1,4,2016,5,evening,total,,,-1,,chart_not_detected
2017,1,5,2016,6,evening,total,,,-1,,chart_not_detected
2017,1,6,2016,7,evening,total,,,-1,,chart_not_detected
2017,1,7,2016,8,evening,total,,,-1,,chart_not_detected
2017,1,8,2016,9,evening,total,,,-1,,chart_not_detected
2017,1,9,2016,10,evening,total,,,-1,,chart_not_detected
2017,1,10,2016,11,evening,total,,,-1,,chart_not_detected
2017,1,11,2016,12,evening,total,,,-1,,chart_not_detected
2017,1,12,2017,1,evening,total,,,-1,,chart_not_detected
2017,1,0,2016,1,evening,avion,,,-1,,chart_not_detected
2017,1,1,2016,2,evening,avion,,,-1,,chart_not_detected
2017,1,2,2016,3,evening,avion,,,-1,,chart_not_detected
2017,1,3,2016,4,evening,avion,,,-1,,chart_not_detected
2017,1,4,2016,5,evening,avion,,,-1,,chart_not_detected
2017,1,5,2016,6,evening,avion,,,-1,,chart_not_detected
2017,1,6,2016,7,evening,avion,,,-1,,chart_not_detected
2017,1,7,2016,8,evening,avion,,,-1,,chart_not_detected
2017,1,8,2016,9,evening,avion,,,-1,,chart_not_detected
2017,1,9,2016,10,evening,avion,,,-1,,chart_not_detected
2017,1,10,2016,11,evening,avion,,,-1,,chart_not_detected
2017,1,11,2016,12,evening,avion,,,-1,,chart_not_detected
2017,1,12,2017,1,evening,avion,,,-1,,chart_not_detected
2017,1,0,2016,1,night,total,,,-1,,chart_not_detected
2017,1,1,2016,2,night,total,,,-1,,chart_not_detected
2017,1,2,2016,3,night,total,,,-1,,chart_not_detected
2017,1,3,2016,4,night,total,,,-1,,chart_not_detected
2017,1,4,2016,5,night,total,,,-1,,chart_not_detected
2017,1,5,2016,6,night,total,,,-1,,chart_not_detected
2017,1,6,2016,7,night,total,,,-1,,chart_not_detected
2017,1,7,2016,8,night,total,,,-1,,chart_not_detected
2017,1,8,2016,9,night,total,,,-1,,chart_not_detected
2017,1,9,2016,10,night,total,,,-1,,chart_not_detected
2017,1,10,2016,11,night,total,,,-1,,chart_not_detected
2017,1,11,2016,12,night,total,,,-1,,chart_not_detected
2017,1,12,2017,1,night,total,,,-1,,chart_not_detected
2017,1,0,2016,1,night,avion,,,-1,,chart_not_detected
2017,1,1,2016,2,night,avion,,,-1,,chart_not_detected
2017,1,2,2016,3,night,avion,,,-1,,chart_not_detected
2017,1,3,2016,4,night,avion,,,-1,,chart_not_detected
2017,1,4,2016,5,night,avion,,,-1,,chart_not_detected
2017,1,5,2016,6,night,avion,,,-1,,chart_not_detected
2017,1,6,2016,7,night,avion,,,-1,,chart_not_detected
2017,1,7,2016,8,night,avion,,,-1,,chart_not_detected
2017,1,8,2016,9,night,avion,,,-1,,chart_not_detected
2017,1,9,2016,10,night,avion,,,-1,,chart_not_detected
2017,1,10,2016,11,night,avion,,,-1,,chart_not_detected
2017,1,11,2016,12,night,avion,,,-1,,chart_not_detected
2017,1,12,2017,1,night,avion,,,-1,,chart_not_detected
2017,2,0,2016,2,day,total,,,-1,,chart_not_detected
2017,2,1,2016,3,day,total,,,-1,,chart_not_detected
2017,2,2,2016,4,day,total,,,-1,,chart_not_detected
2017,2,3,2016,5,day,total,,,-1,,chart_not_detected
2017,2,4,2016,6,day,total,,,-1,,chart_not_detected
2017,2,5,2016,7,day,total,,,-1,,chart_not_detected
2017,2,6,2016,8,day,total,,,-1,,chart_not_detected
2017,2,7,2016,9,day,total,,,-1,,chart_not_detected
2017,2,8,2016,10,day,total,,,-1,,chart_not_detected
2017,2,9,2016,11,day,total,,,-1,,chart_not_detected
2017,2,10,2016,12,day,total,,,-1,,chart_not_detected
2017,2,11,2017,1,day,total,,,-1,,chart_not_detected
2017,2,12,2017,2,day,total,,,-1,,chart_not_detected
2017,2,0,2016,2,day,avion,,,-1,,chart_not_detected
2017,2,1,2016,3,day,avion,,,-1,,chart_not_detected
2017,2,2,2016,4,day,avion,,,-1,,chart_not_detected
2017,2,3,2016,5,day,avion,,,-1,,chart_not_detected
2017,2,4,2016,6,day,avion,,,-1,,chart_not_detected
2017,2,5,2016,7,day,avion,,,-1,,chart_not_detected
2017,2,6,2016,8,day,avion,,,-1,,chart_not_detected
2017,2,7,2016,9,day,avion,,,-1,,chart_not_detected
2017,2,8,2016,10,day,avion,,,-1,,chart_not_detected
2017,2,9,2016,11,day,avion,,,-1,,chart_not_detected
2017,2,10,2016,12,day,avion,,,-1,,chart_not_detected
2017,2,11,2017,1,day,avion,,,-1,,chart_not_detected
2017,2,12,2017,2,day,avion,,,-1,,chart_not_detected
2017,2,0,2016,2,evening,total,,,-1,,chart_not_detected
2017,2,1,2016,3,evening,total,,,-1,,chart_not_detected
2017,2,2,2016,4,evening,total,,,-1,,chart_not_detected
2017,2,3,2016,5,evening,total,,,-1,,chart_not_detected
2017,2,4,2016,6,evening,total,,,-1,,chart_not_detected
2017,2,5,2016,7,evening,total,,,-1,,chart_not_detected
2017,2,6,2016,8,evening,total,,,-1,,chart_not_detected
2017,2,7,2016,9,evening,total,,,-1,,chart_not_detected
2017,2,8,2016,10,evening,total,,,-1,,chart_not_detected
2017,2,9,2016,11,evening,total,,,-1,,chart_not_detected
2017,2,10,2016,12,evening,total,,,-1,,chart_not_detected
2017,2,11,2017,1,evening,total,,,-1,,chart_not_detected
2017,2,12,2017,2,evening,total,,,-1,,chart_not_detected
2017,2,0,2016,2,evening,avion,,,-1,,chart_not_detected
2017,2,1,2016,3,evening,avion,,,-1,,chart_not_detected
2017,2,2,2016,4,evening,avion,,,-1,,chart_not_detected
2017,2,3,2016,5,evening,avion,,,-1,,chart_not_detected
2017,2,4,2016,6,evening,avion,,,-1,,chart_not_detected
2017,2,5,2016,7,evening,avion,,,-1,,chart_not_detected
2017,2,6,2016,8,evening,avion,,,-1,,chart_not_detected
2017,2,7,2016,9,evening,avion,,,-1,,chart_not_detected
2017,2,8,2016,10,evening,avion,,,-1,,chart_not_detected
2017,2,9,2016,11,evening,avion,,,-1,,chart_not_detected
2017,2,10,2016,12,evening,avion,,,-1,,chart_not_detected
2017,2,11,2017,1,evening,avion,,,-1,,chart_not_detected
2017,2,12,2017,2,evening,avion,,,-1,,chart_not_detected
2017,2,0,2016,2,night,total,,,-1,,chart_not_detected
2017,2,1,2016,3,night,total,,,-1,,chart_not_detected
2017,2,2,2016,4,night,total,,,-1,,chart_not_detected
2017,2,3,2016,5,night,total,,,-1,,chart_not_detected
2017,2,4,2016,6,night,total,,,-1,,chart_not_detected
2017,2,5,2016,7,night,total,,,-1,,chart_not_detected
2017,2,6,2016,8,night,total,,,-1,,chart_not_detected
2017,2,7,2016,9,night,total,,,-1,,chart_not_detected
2017,2,8,2016,10,night,total,,,-1,,chart_not_detected
2017,2,9,2016,11,night,total,,,-1,,chart_not_detected
2017,2,10,2016,12,night,total,,,-1,,chart_not_detected
2017,2,11,2017,1,night,total,,,-1,,chart_not_detected
2017,2,12,2017,2,night,total,,,-1,,chart_not_detected
2017,2,0,2016,2,night,avion,,,-1,,chart_not_detected
2017,2,1,2016,3,night,avion,,,-1,,chart_not_detected
2017,2,2,2016,4,night,avion,,,-1,,chart_not_detected
2017,2,3,2016,5,night,avion,,,-1,,chart_not_detected
2017,2,4,2016,6,night,avion,,,-1,,chart_not_detected
2017,2,5,2016,7,night,avion,,,-1,,chart_not_detected
2017,2,6,2016,8,night,avion,,,-1,,chart_not_detected
2017,2,7,2016,9,night,avion,,,-1,,chart_not_detected
2017,2,8,2016,10,night,avion,,,-1,,chart_not_detected
2017,2,9,2016,11,night,avion,,,-1,,chart_not_detected
2017,2,10,2016,12,night,avion,,,-1,,chart_not_detected
2017,2,11,2017,1,night,avion,,,-1,,chart_not_detected
2017,2,12,2017,2,night,avion,,,-1,,chart_not_detected
2017,3,0,2016,3,day,total,,,-1,,chart_not_detected
2017,3,1,2016,4,day,total,,,-1,,chart_not_detected
2017,3,2,2016,5,day,total,,,-1,,chart_not_detected
2017,3,3,2016,6,day,total,,,-1,,chart_not_detected
2017,3,4,2016,7,day,total,,,-1,,chart_not_detected
2017,3,5,2016,8,day,total,,,-1,,chart_not_detected
2017,3,6,2016,9,day,total,,,-1,,chart_not_detected
2017,3,7,2016,10,day,total,,,-1,,chart_not_detected
2017,3,8,2016,11,day,total,,,-1,,chart_not_detected
2017,3,9,2016,12,day,total,,,-1,,chart_not_detected
2017,3,10,2017,1,day,total,,,-1,,chart_not_detected
2017,3,11,2017,2,day,total,,,-1,,chart_not_detected
2017,3,12,2017,3,day,total,,,-1,,chart_not_detected
2017,3,0,2016,3,day,avion,,,-1,,chart_not_detected
2017,3,1,2016,4,day,avion,,,-1,,chart_not_detected
2017,3,2,2016,5,day,avion,,,-1,,chart_not_detected
2017,3,3,2016,6,day,avion,,,-1,,chart_not_detected
2017,3,4,2016,7,day,avion,,,-1,,chart_not_detected
2017,3,5,2016,8,day,avion,,,-1,,chart_not_detected
2017,3,6,2016,9,day,avion,,,-1,,chart_not_detected
2017,3,7,2016,10,day,avion,,,-1,,chart_not_detected
2017,3,8,2016,11,day,avion,,,-1,,chart_not_detected
2017,3,9,2016,12,day,avion,,,-1,,chart_not_detected
2017,3,10,2017,1,day,avion,,,-1,,chart_not_detected
2017,3,11,2017,2,day,avion,,,-1,,chart_not_detected
2017,3,12,2017,3,day,avion,,,-1,,chart_not_detected
2017,3,0,2016,3,evening,total,,,-1,,chart_not_detected
2017,3,1,2016,4,evening,total,,,-1,,chart_not_detected
2017,3,2,2016,5,evening,total,,,-1,,chart_not_detected
2017,3,3,2016,6,evening,total,,,-1,,chart_not_detected
2017,3,4,2016,7,evening,total,,,-1,,chart_not_detected
2017,3,5,2016,8,evening,total,,,-1,,chart_not_detected
2017,3,6,2016,9,evening,total,,,-1,,chart_not_detected
2017,3,7,2016,10,evening,total,,,-1,,chart_not_detected
2017,3,8,2016,11,evening,total,,,-1,,chart_not_detected
2017,3,9,2016,12,evening,total,,,-1,,chart_not_detected
2017,3,10,2017,1,evening,total,,,-1,,chart_not_detected
2017,3,11,2017,2,evening,total,,,-1,,chart_not_detected
2017,3,12,2017,3,evening,total,,,-1,,chart_not_detected
2017,3,0,2016,3,evening,avion,,,-1,,chart_not_detected
2017,3,1,2016,4,evening,avion,,,-1,,chart_not_detected
2017,3,2,2016,5,evening,avion,,,-1,,chart_not_detected
2017,3,3,2016,6,evening,avion,,,-1,,chart_not_detected
2017,3,4,2016,7,evening,avion,,,-1,,chart_not_detected
2017,3,5,2016,8,evening,avion,,,-1,,chart_not_detected
2017,3,6,2016,9,evening,avion,,,-1,,chart_not_detected
2017,3,7,2016,10,evening,avion,,,-1,,chart_not_detected
2017,3,8,2016,11,evening,avion,,,-1,,chart_not_detected
2017,3,9,2016,12,evening,avion,,,-1,,chart_not_detected
2017,3,10,2017,1,evening,avion,,,-1,,chart_not_detected
2017,3,11,2017,2,evening,avion,,,-1,,chart_not_detected
2017,3,12,2017,3,evening,avion,,,-1,,chart_not_detected
2017,3,0,2016,3,night,total,,,-1,,chart_not_detected
2017,3,1,2016,4,night,total,,,-1,,chart_not_detected
2017,3,2,2016,5,night,total,,,-1,,chart_not_detected
2017,3,3,2016,6,night,total,,,-1,,chart_not_detected
2017,3,4,2016,7,night,total,,,-1,,chart_not_detected
2017,3,5,2016,8,night,total,,,-1,,chart_not_detected
2017,3,6,2016,9,night,total,,,-1,,chart_not_detected
2017,3,7,2016,10,night,total,,,-1,,chart_not_detected
2017,3,8,2016,11,night,total,,,-1,,chart_not_detected
2017,3,9,2016,12,night,total,,,-1,,chart_not_detected
2017,3,10,2017,1,night,total,,,-1,,chart_not_detected
2017,3,11,2017,2,night,total,,,-1,,chart_not_detected
2017,3,12,2017,3,night,total,,,-1,,chart_not_detected
2017,3,0,2016,3,night,avion,,,-1,,chart_not_detected
2017,3,1,2016,4,night,avion,,,-1,,chart_not_detected
2017,3,2,2016,5,night,avion,,,-1,,chart_not_detected
2017,3,3,2016,6,night,avion,,,-1,,chart_not_detected
2017,3,4,2016,7,night,avion,,,-1,,chart_not_detected
2017,3,5,2016,8,night,avion,,,-1,,chart_not_detected
2017,3,6,2016,9,night,avion,,,-1,,chart_not_detected
2017,3,7,2016,10,night,avion,,,-1,,chart_not_detected
2017,3,8,2016,11,night,avion,,,-1,,chart_not_detected
2017,3,9,2016,12,night,avion,,,-1,,chart_not_detected
2017,3,10,2017,1,night,avion,,,-1,,chart_not_detected
2017,3,11,2017,2,night,avion,,,-1,,chart_not_detected
2017,3,12,2017,3,night,avion,,,-1,,chart_not_detected
2017,4,0,2016,4,day,total,,,-1,,chart_not_detected
2017,4,1,2016,5,day,total,,,-1,,chart_not_detected
2017,4,2,2016,6,day,total,,,-1,,chart_not_detected
2017,4,3,2016,7,day,total,,,-1,,chart_not_detected
2017,4,4,2016,8,day,total,,,-1,,chart_not_detected
2017,4,5,2016,9,day,total,,,-1,,chart_not_detected
2017,4,6,2016,10,day,total,,,-1,,chart_not_detected
2017,4,7,2016,11,day,total,,,-1,,chart_not_detected
2017,4,8,2016,12,day,total,,,-1,,chart_not_detected
2017,4,9,2017,1,day,total,,,-1,,chart_not_detected
2017,4,10,2017,2,day,total,,,-1,,chart_not_detected
2017,4,11,2017,3,day,total,,,-1,,chart_not_detected
2017,4,12,2017,4,day,total,,,-1,,chart_not_detected
2017,4,0,2016,4,day,avion,,,-1,,chart_not_detected
2017,4,1,2016,5,day,avion,,,-1,,chart_not_detected
2017,4,2,2016,6,day,avion,,,-1,,chart_not_detected
2017,4,3,2016,7,day,avion,,,-1,,chart_not_detected
2017,4,4,2016,8,day,avion,,,-1,,chart_not_detected
2017,4,5,2016,9,day,avion,,,-1,,chart_not_detected
2017,4,6,2016,10,day,avion,,,-1,,chart_not_detected
2017,4,7,2016,11,day,avion,,,-1,,chart_not_detected
2017,4,8,2016,12,day,avion,,,-1,,chart_not_detected
2017,4,9,2017,1,day,avion,,,-1,,chart_not_detected
2017,4,10,2017,2,day,avion,,,-1,,chart_not_detected
2017,4,11,2017,3,day,avion,,,-1,,chart_not_detected
2017,4,12,2017,4,day,avion,,,-1,,chart_not_detected
2017,4,0,2016,4,evening,total,,,-1,,chart_not_detected
2017,4,1,2016,5,evening,total,,,-1,,chart_not_detected
2017,4,2,2016,6,evening,total,,,-1,,chart_not_detected
2017,4,3,2016,7,evening,total,,,-1,,chart_not_detected
2017,4,4,2016,8,evening,total,,,-1,,chart_not_detected
2017,4,5,2016,9,evening,total,,,-1,,chart_not_detected
2017,4,6,2016,10,evening,total,,,-1,,chart_not_detected
2017,4,7,2016,11,evening,total,,,-1,,chart_not_detected
2017,4,8,2016,12,evening,total,,,-1,,chart_not_detected
2017,4,9,2017,1,evening,total,,,-1,,chart_not_detected
2017,4,10,2017,2,evening,total,,,-1,,chart_not_detected
2017,4,11,2017,3,evening,total,,,-1,,chart_not_detected
2017,4,12,2017,4,evening,total,,,-1,,chart_not_detected
2017,4,0,2016,4,evening,avion,,,-1,,chart_not_detected
2017,4,1,2016,5,evening,avion,,,-1,,chart_not_detected
2017,4,2,2016,6,evening,avion,,,-1,,chart_not_detected
2017,4,3,2016,7,evening,avion,,,-1,,chart_not_detected
2017,4,4,2016,8,evening,avion,,,-1,,chart_not_detected
2017,4,5,2016,9,evening,avion,,,-1,,chart_not_detected
2017,4,6,2016,10,evening,avion,,,-1,,chart_not_detected
2017,4,7,2016,11,evening,avion,,,-1,,chart_not_detected
2017,4,8,2016,12,evening,avion,,,-1,,chart_not_detected
2017,4,9,2017,1,evening,avion,,,-1,,chart_not_detected
2017,4,10,2017,2,evening,avion,,,-1,,chart_not_detected
2017,4,11,2017,3,evening,avion,,,-1,,chart_not_detected
2017,4,12,2017,4,evening,avion,,,-1,,chart_not_detected
2017,4,0,2016,4,night,total,,,-1,,chart_not_detected
2017,4,1,2016,5,night,total,,,-1,,chart_not_detected
2017,4,2,2016,6,night,total,,,-1,,chart_not_detected
2017,4,3,2016,7,night,total,,,-1,,chart_not_detected
2017,4,4,2016,8,night,total,,,-1,,chart_not_detected
2017,4,5,2016,9,night,total,,,-1,,chart_not_detected
2017,4,6,2016,10,night,total,,,-1,,chart_not_detected
2017,4,7,2016,11,night,total,,,-1,,chart_not_detected
2017,4,8,2016,12,night,total,,,-1,,chart_not_detected
2017,4,9,2017,1,night,total,,,-1,,chart_not_detected
2017,4,10,2017,2,night,total,,,-1,,chart_not_detected
2017,4,11,2017,3,night,total,,,-1,,chart_not_detected
2017,4,12,2017,4,night,total,,,-1,,chart_not_detected
2017,4,0,2016,4,night,avion,,,-1,,chart_not_detected
2017,4,1,2016,5,night,avion,,,-1,,chart_not_detected
2017,4,2,2016,6,night,avion,,,-1,,chart_not_detected
2017,4,3,2016,7,night,avion,,,-1,,chart_not_detected
2017,4,4,2016,8,night,avion,,,-1,,chart_not_detected
2017,4,5,2016,9,night,avion,,,-1,,chart_not_detected
2017,4,6,2016,10,night,avion,,,-1,,chart_not_detected
2017,4,7,2016,11,night,avion,,,-1,,chart_not_detected
2017,4,8,2016,12,night,avion,,,-1,,chart_not_detected
2017,4,9,2017,1,night,avion,,,-1,,chart_not_detected
2017,4,10,2017,2,night,avion,,,-1,,chart_not_detected
2017,4,11,2017,3,night,avion,,,-1,,chart_not_detected
2017,4,12,2017,4,night,avion,,,-1,,chart_not_detected
2017,5,0,2016,5,day,total,,,-1,,chart_not_detected
2017,5,1,2016,6,day,total,,,-1,,chart_not_detected
2017,5,2,2016,7,day,total,,,-1,,chart_not_detected
2017,5,3,2016,8,day,total,,,-1,,chart_not_detected
2017,5,4,2016,9,day,total,,,-1,,chart_not_detected
2017,5,5,2016,10,day,total,,,-1,,chart_not_detected
2017,5,6,2016,11,day,total,,,-1,,chart_not_detected
2017,5,7,2016,12,day,total,,,-1,,chart_not_detected
2017,5,8,2017,1,day,total,,,-1,,chart_not_detected
2017,5,9,2017,2,day,total,,,-1,,chart_not_detected
2017,5,10,2017,3,day,total,,,-1,,chart_not_detected
2017,5,11,2017,4,day,total,,,-1,,chart_not_detected
2017,5,12,2017,5,day,total,,,-1,,chart_not_detected
2017,5,0,2016,5,day,avion,,,-1,,chart_not_detected
2017,5,1,2016,6,day,avion,,,-1,,chart_not_detected
2017,5,2,2016,7,day,avion,,,-1,,chart_not_detected
2017,5,3,2016,8,day,avion,,,-1,,chart_not_detected
2017,5,4,2016,9,day,avion,,,-1,,chart_not_detected
2017,5,5,2016,10,day,avion,,,-1,,chart_not_detected
2017,5,6,2016,11,day,avion,,,-1,,chart_not_detected
2017,5,7,2016,12,day,avion,,,-1,,chart_not_detected
2017,5,8,2017,1,day,avion,,,-1,,chart_not_detected
2017,5,9,2017,2,day,avion,,,-1,,chart_not_detected
2017,5,10,2017,3,day,avion,,,-1,,chart_not_detected
2017,5,11,2017,4,day,avion,,,-1,,chart_not_detected
2017,5,12,2017,5,day,avion,,,-1,,chart_not_detected
2017,5,0,2016,5,evening,total,,,-1,,chart_not_detected
2017,5,1,2016,6,evening,total,,,-1,,chart_not_detected
2017,5,2,2016,7,evening,total,,,-1,,chart_not_detected
2017,5,3,2016,8,evening,total,,,-1,,chart_not_detected
2017,5,4,2016,9,evening,total,,,-1,,chart_not_detected
2017,5,5,2016,10,evening,total,,,-1,,chart_not_detected
2017,5,6,2016,11,evening,total,,,-1,,chart_not_detected
2017,5,7,2016,12,evening,total,,,-1,,chart_not_detected
2017,5,8,2017,1,evening,total,,,-1,,chart_not_detected
2017,5,9,2017,2,evening,total,,,-1,,chart_not_detected
2017,5,10,2017,3,evening,total,,,-1,,chart_not_detected
2017,5,11,2017,4,evening,total,,,-1,,chart_not_detected
2017,5,12,2017,5,evening,total,,,-1,,chart_not_detected
2017,5,0,2016,5,evening,avion,,,-1,,chart_not_detected
2017,5,1,2016,6,evening,avion,,,-1,,chart_not_detected
2017,5,2,2016,7,evening,avion,,,-1,,chart_not_detected
2017,5,3,2016,8,evening,avion,,,-1,,chart_not_detected
2017,5,4,2016,9,evening,avion,,,-1,,chart_not_detected
2017,5,5,2016,10,evening,avion,,,-1,,chart_not_detected
2017,5,6,2016,11,evening,avion,,,-1,,chart_not_detected
2017,5,7,2016,12,evening,avion,,,-1,,chart_not_detected
2017,5,8,2017,1,evening,avion,,,-1,,chart_not_detected
2017,5,9,2017,2,evening,avion,,,-1,,chart_not_detected
2017,5,10,2017,3,evening,avion,,,-1,,chart_not_detected
2017,5,11,2017,4,evening,avion,,,-1,,chart_not_detected
2017,5,12,2017,5,evening,avion,,,-1,,chart_not_detected
2017,5,0,2016,5,night,total,,,-1,,chart_not_detected
2017,5,1,2016,6,night,total,,,-1,,chart_not_detected
2017,5,2,2016,7,night,total,,,-1,,chart_not_detected
2017,5,3,2016,8,night,total,,,-1,,chart_not_detected
2017,5,4,2016,9,night,total,,,-1,,chart_not_detected
2017,5,5,2016,10,night,total,,,-1,,chart_not_detected
2017,5,6,2016,11,night,total,,,-1,,chart_not_detected
2017,5,7,2016,12,night,total,,,-1,,chart_not_detected
2017,5,8,2017,1,night,total,,,-1,,chart_not_detected
2017,5,9,2017,2,night,total,,,-1,,chart_not_detected
2017,5,10,2017,3,night,total,,,-1,,chart_not_detected
2017,5,11,2017,4,night,total,,,-1,,chart_not_detected
2017,5,12,2017,5,night,total,,,-1,,chart_not_detected
2017,5,0,2016,5,night,avion,,,-1,,chart_not_detected
2017,5,1,2016,6,night,avion,,,-1,,chart_not_detected
2017,5,2,2016,7,night,avion,,,-1,,chart_not_detected
2017,5,3,2016,8,night,avion,,,-1,,chart_not_detected
2017,5,4,2016,9,night,avion,,,-1,,chart_not_detected
2017,5,5,2016,10,night,avion,,,-1,,chart_not_detected
2017,5,6,2016,11,night,avion,,,-1,,chart_not_detected
2017,5,7,2016,12,night,avion,,,-1,,chart_not_detected
2017,5,8,2017,1,night,avion,,,-1,,chart_not_detected
2017,5,9,2017,2,night,avion,,,-1,,chart_not_detected
2017,5,10,2017,3,night,avion,,,-1,,chart_not_detected
2017,5,11,2017,4,night,avion,,,-1,,chart_not_detected
2017,5,12,2017,5,night,avion,,,-1,,chart_not_detected
2017,6,0,2016,6,day,total,,,-1,,chart_not_detected
2017,6,1,2016,7,day,total,,,-1,,chart_not_detected
2017,6,2,2016,8,day,total,,,-1,,chart_not_detected
2017,6,3,2016,9,day,total,,,-1,,chart_not_detected
2017,6,4,2016,10,day,total,,,-1,,chart_not_detected
2017,6,5,2016,11,day,total,,,-1,,chart_not_detected
2017,6,6,2016,12,day,total,,,-1,,chart_not_detected
2017,6,7,2017,1,day,total,,,-1,,chart_not_detected
2017,6,8,2017,2,day,total,,,-1,,chart_not_detected
2017,6,9,2017,3,day,total,,,-1,,chart_not_detected
2017,6,10,2017,4,day,total,,,-1,,chart_not_detected
2017,6,11,2017,5,day,total,,,-1,,chart_not_detected
2017,6,12,2017,6,day,total,,,-1,,chart_not_detected
2017,6,0,2016,6,day,avion,,,-1,,chart_not_detected
2017,6,1,2016,7,day,avion,,,-1,,chart_not_detected
2017,6,2,2016,8,day,avion,,,-1,,chart_not_detected
2017,6,3,2016,9,day,avion,,,-1,,chart_not_detected
2017,6,4,2016,10,day,avion,,,-1,,chart_not_detected
2017,6,5,2016,11,day,avion,,,-1,,chart_not_detected
2017,6,6,2016,12,day,avion,,,-1,,chart_not_detected
2017,6,7,2017,1,day,avion,,,-1,,chart_not_detected
2017,6,8,2017,2,day,avion,,,-1,,chart_not_detected
2017,6,9,2017,3,day,avion,,,-1,,chart_not_detected
2017,6,10,2017,4,day,avion,,,-1,,chart_not_detected
2017,6,11,2017,5,day,avion,,,-1,,chart_not_detected
2017,6,12,2017,6,day,avion,,,-1,,chart_not_detected
2017,6,0,2016,6,evening,total,,,-1,,chart_not_detected
2017,6,1,2016,7,evening,total,,,-1,,chart_not_detected
2017,6,2,2016,8,evening,total,,,-1,,chart_not_detected
2017,6,3,2016,9,evening,total,,,-1,,chart_not_detected
2017,6,4,2016,10,evening,total,,,-1,,chart_not_detected
2017,6,5,2016,11,evening,total,,,-1,,chart_not_detected
2017,6,6,2016,12,evening,total,,,-1,,chart_not_detected
2017,6,7,2017,1,evening,total,,,-1,,chart_not_detected
2017,6,8,2017,2,evening,total,,,-1,,chart_not_detected
2017,6,9,2017,3,evening,total,,,-1,,chart_not_detected
2017,6,10,2017,4,evening,total,,,-1,,chart_not_detected
2017,6,11,2017,5,evening,total,,,-1,,chart_not_detected
2017,6,12,2017,6,evening,total,,,-1,,chart_not_detected
2017,6,0,2016,6,evening,avion,,,-1,,chart_not_detected
2017,6,1,2016,7,evening,avion,,,-1,,chart_not_detected
2017,6,2,2016,8,evening,avion,,,-1,,chart_not_detected
2017,6,3,2016,9,evening,avion,,,-1,,chart_not_detected
2017,6,4,2016,10,evening,avion,,,-1,,chart_not_detected
2017,6,5,2016,11,evening,avion,,,-1,,chart_not_detected
2017,6,6,2016,12,evening,avion,,,-1,,chart_not_detected
2017,6,7,2017,1,evening,avion,,,-1,,chart_not_detected
2017,6,8,2017,2,evening,avion,,,-1,,chart_not_detected
2017,6,9,2017,3,evening,avion,,,-1,,chart_not_detected
2017,6,10,2017,4,evening,avion,,,-1,,chart_not_detected
2017,6,11,2017,5,evening,avion,,,-1,,chart_not_detected
2017,6,12,2017,6,evening,avion,,,-1,,chart_not_detected
2017,6,0,2016,6,night,total,,,-1,,chart_not_detected
2017,6,1,2016,7,night,total,,,-1,,chart_not_detected
2017,6,2,2016,8,night,total,,,-1,,chart_not_detected
2017,6,3,2016,9,night,total,,,-1,,chart_not_detected
2017,6,4,2016,10,night,total,,,-1,,chart_not_detected
2017,6,5,2016,11,night,total,,,-1,,chart_not_detected
2017,6,6,2016,12,night,total,,,-1,,chart_not_detected
2017,6,7,2017,1,night,total,,,-1,,chart_not_detected
2017,6,8,2017,2,night,total,,,-1,,chart_not_detected
2017,6,9,2017,3,night,total,,,-1,,chart_not_detected
